contract_id,contract_start_date,annual_amount,ejari_property_sub_type_en,area_name_en
CNT2130074653,2025-03-08,450000,Room in labor Camp,Jabal Ali Industrial First
CNT2127797777,2025-01-14,45980,1bed room+Hall,Jabal Ali First
CNT2130774386,2025-05-05,20000,Office,Al Khabeesi
CNT2130519074,2025-04-01,44730,Office,Al Mamzer
CRT2132613526,2025-09-01,100000,1bed room+Hall,Al Merkadh
CNT2132015928,2025-04-10,33000,Studio,Al Barsha First
CNT2132545688,2025-10-01,126500,3 bed rooms+hall,Al Hamriya
CNT2132908193,2025-10-06,20000,Office,Al Murqabat
CNT2129264467,2025-01-26,120000,Warehouse,Al Goze Industrial Third
CRT2130902976,2025-05-12,150000,6 bed rooms+hall,Al Aweer First
CNT2130404491,2025-04-14,75000,1bed room+Hall,Al Barsha South Fourth
CNT2131796440,2025-05-12,51600,Room in labor Camp,Al Goze Industrial Second
CNT2132870513,2025-09-21,148000,1bed room+Hall,Marsa Dubai
CNT2132371267,2025-07-16,168000,Room in labor Camp,Muhaisanah Second
CNT2127560840,2025-02-25,55440,2 bed rooms+hall,Al Goze Industrial Second
CNT2131841947,2025-03-01,300000,Hotel,Al Dhagaya
CNT2133207145,2025-11-01,65000,1bed room+Hall,Al Barsha South Fourth
CNT2131097787,2025-05-01,828000,Room in labor Camp,Al Goze Industrial Third
CNT2133181019,2025-10-24,72000,1bed room+Hall,Al Barshaa South Third
CNT2131394643,2025-07-20,110000,2 bed rooms+hall,Al Murqabat
CNT2130058484,2025-03-01,410400,Room in labor Camp,Muhaisanah Second
CNT2129373303,2025-03-01,89250,Shop,Al Thanyah Fifth
CRT2131699146,2025-07-01,55000,1bed room+Hall,Al Hebiah Third
CNT2133203357,2025-09-20,135000,Warehouse,Dubai Investment Park Second
CRT2129252856,2025-02-10,105000,1bed room+Hall,Burj Khalifa
CNT2132727026,2025-01-14,621168,Showroom,Dubai Investment Park Second
CRT2129436336,2025-01-20,120000,3 bed rooms+hall,Al Thanyah Third
CNT2132328354,2025-08-15,42900,1bed room+Hall,Dubai Investment Park Second
CNT2132119925,2025-09-01,176990,Office,Al Thanyah First
CNT2131799245,2025-04-15,1360800,Room in labor Camp,Dubai Investment Park Second
CNT2131779627,2025-06-21,77000,2 bed rooms+hall,Wadi Al Safa 2
CNT2131801037,2025-04-26,53999,2 bed rooms+hall,Muhaisanah Fourth
CNT2130962235,2025-04-09,41000,1bed room+Hall,Al Warsan First
CRT2131541566,2025-04-01,33600,Shop,Naif
CRT2129119086,2025-01-01,172800,Labor Camp,Ras Al Khor Industrial Third
CNT2129671119,2025-02-20,115000,1bed room+Hall,Burj Khalifa
CNT2129439583,2025-02-11,15000,Office,Al Nahda First
CNT2133230109,2025-11-05,160000,2 bed rooms+hall,Al Khairan First
CNT2131800327,2025-07-25,48510,2 bed rooms+hall,Al Karama
CNT2130974719,2025-05-01,300000,Labor Camp,Muhaisanah Second
CNT2133006129,2025-05-15,4669000,Studio,Madinat Hind 3
CRT2133193146,2025-09-28,45000,1bed room+Hall,Al Warsan First
CNT2133652904,2025-11-22,64050,1bed room+Hall,Al Suq Al Kabeer
CNT2132332009,2025-08-01,90000,2 bed rooms+hall,Oud Metha
CNT2132101327,2025-07-01,945001,Room in labor Camp,Muhaisanah Second
CNT2134060729,2026-01-01,40000,Studio,Al Ras
CNT2130492390,2025-04-01,450000,Room in labor Camp,Muhaisanah Second
CNT2133945458,2025-12-25,70000,1bed room+Hall,Al Barsha First
CNT2126679339,2025-01-01,500000,Room in labor Camp,Dubai Investment Park Second
CNT2133662603,2025-12-26,31999,2 bed rooms+hall,Hor Al Anz
CNT2133940685,2025-12-22,20000,Office,Business Bay
CRT2132183316,2025-08-17,42000,Studio,Jabal Ali Industrial Second
CNT2129900964,2025-09-01,37000,1bed room+Hall,Mirdif
CNT2130451589,2025-06-20,49000,Studio,Um Hurair First
CRT2132338716,2025-08-18,50000,1bed room+Hall,Jumeirah First
CNT2131974626,2025-07-24,15000,Office,Al Mararr
CNT2130762318,2025-05-15,29174,Office,Al Qusais Industrial First
CNT2133109851,2025-10-21,15000,Office,Al Mararr
CNT2132753078,2025-10-01,80000,1bed room+Hall,Al Warqa First
CNT2130287623,2025-03-30,137500,3 bed rooms+hall,Al Murqabat
CRT2131928186,2025-07-07,265000,5 bed rooms+hall,Um Suqaim Third
CNT2131672876,2025-01-13,237895,1bed room+Hall,Marsa Dubai
CNT2131019350,2025-05-26,66000,2 bed rooms+hall,Al Barshaa South Third
CNT2131383135,2025-06-20,136879,Office,Trade Center First
CNT2132619101,2025-09-25,43000,1bed room+Hall,Wadi Al Safa 5
CNT2130000762,2025-03-03,20000,Office,Port Saeed
CNT2130829663,2025-04-27,162000,2 bed rooms+hall,Trade Center First
CNT2134262642,2026-01-15,15000,Office,Al Karama
CRT2128321936,2025-01-25,42000,Studio,Al Hebiah Fourth
CRT2130514641,2025-05-01,150000,3 bed rooms+hall,Al Yelayiss 1
CNT2131740227,2025-07-07,15000,Office,Dubai Investment Park Second
CNT2134172813,2026-01-15,60815,Shop,Cornich Deira
CRT2132871106,2025-09-15,29500,Shop,Naif
CNT2131682508,2025-04-11,47250,1bed room+Hall,Dubai Investment Park Second
CNT2133128549,2025-10-22,60000,2 bed rooms+hall,Al Goze Industrial Second
CNT2128321148,2025-01-25,45000,1bed room+Hall,Al Suq Al Kabeer
CNT2131210467,2025-06-15,78750,Warehouse,Jabal Ali Industrial First
CNT2131246841,2025-06-01,190575,2 bed rooms+hall,Burj Khalifa
CNT2129969283,2025-02-10,25105,Studio,Al Warsan First
CRT2127793886,2025-01-11,90000,1bed room+Hall,Hadaeq Sheikh Mohammed Bin Rashid
CNT2132018528,2025-07-28,70000,2 bed rooms+hall,Wadi Al Safa 5
CNT2133194577,2025-10-23,20000,Office,Rega Al Buteen
CNT2130149027,2025-03-01,36750,Studio,Al Suq Al Kabeer
CNT2134285089,2026-01-17,20000,Office,Al Mararr
CNT2133327774,2025-11-05,20000,Office,Al Karama
CRT2132394626,2025-09-01,25000,Studio,Al Mararr
CNT2133598345,2025-11-24,15000,Office,Al Barsha First
CRT2129828576,2025-02-23,31500,Shop,Al Warsan First
CNT2134097545,2026-01-01,2090000,2 bed rooms+hall,Al Karama
CNT2133858254,2025-12-15,18000,Studio,Al Mararr
CNT2131315300,2025-06-23,52000,1bed room+Hall,Al Raffa
CNT2133350898,2025-07-01,350000,Studio,Al Warsan First
CNT2133152704,2025-08-14,7545780,1bed room+Hall,Al Goze Industrial Second
CNT2130486876,2025-04-18,39690,Studio,Jabal Ali First
CNT2131373175,2025-06-18,20000,Office,Al Muteena
CNT2129901959,2025-01-11,74400,Shop,Al Hudaiba
CNT2132013724,2025-08-21,50000,Studio,Al Jadaf
CNT2133280810,2025-11-01,40000,1bed room+Hall,Al Muteena
CRT2130398646,2025-04-09,180000,3 bed rooms+hall,Al Thanayah Fourth
CNT2133342069,2025-11-07,159390,3 bed rooms+hall,Nadd Hessa
CNT2132720181,2025-10-01,610050,Shop,Al Ras
CNT2133047665,2025-09-25,60000,Studio,Al Barsha South Fourth
CNT2127535421,2025-01-06,84000,2 bed rooms+hall,Madinat Al Mataar
CNT2131573364,2025-06-30,10000,Office,Mankhool
CNT2132810070,2025-09-29,15000,Office,Saih Shuaib 3
CNT2130941396,2025-05-16,16000,Office,Al Garhoud
CNT2132986984,2025-10-11,15000,Office,Al Goze First
CRT2131415726,2025-06-24,59000,1bed room+Hall,Al Barsha South Fourth
CNT2130279375,2025-03-28,31999,1bed room+Hall,AL QUSAIS
CNT2133834820,2025-11-10,3975840,Room in labor Camp,Al Warsan Third
CNT2132848587,2025-04-01,558000,Room in labor Camp,Al Goze Industrial First
CNT2127389298,2025-01-01,42505,1bed room+Hall,Hor Al Anz
CNT2130282037,2025-03-25,15000,Office,Naif
CNT2132951372,2025-10-08,125000,1bed room+Hall,Business Bay
CNT2132566428,2025-07-20,268800,Room in labor Camp,Muhaisanah Second
CNT2131867879,2025-07-16,15000,Office,Al Goze Industrial First
CNT2132328420,2025-06-25,69600,1bed room+Hall,Dubai Investment Park Second
CNT2127986265,2025-01-01,52800,Studio,Al Buteen
CNT2133787732,2025-08-01,988000,Studio,Dubai Investment Park Second
CNT2130485483,2025-04-14,13000,Office,Mankhool
CNT2129080026,2025-02-10,40000,Office,Al Qusais Industrial Second
CNT2130192055,2025-03-03,121000,4 bed rooms+hall,Al Rega
CNT2133982397,2026-01-07,82688,3 bed rooms+hall,Ras Al Khor Industrial Third
CNT2132605366,2025-09-15,2667100,Room in labor Camp,Jabal Ali Industrial First
CNT2134264963,2025-12-11,108000,Room in labor Camp,Al Goze Third
CNT2133851634,2026-01-01,24000,1bed room+Hall,Al Hudaiba
CNT2129611475,2025-03-01,211210,2 bed rooms+hall,Burj Khalifa
CNT2131930513,2025-07-20,99450,3 bed rooms+hall,Al Murqabat
CNT2134097311,2026-01-05,20000,Office,Al Mararr
CNT2132935510,2025-09-15,160000,2 bed rooms+hall,Al Khairan First
CNT2130596108,2025-04-05,115500,3 bed rooms+hall,Mankhool
CNT2131262972,2025-06-11,40000,1bed room+Hall,Al Warsan First
CNT2132690554,2025-09-20,118000,2 bed rooms+hall,Al Barsha South Fourth
CNT2130355218,2025-03-05,80000,1bed room+Hall,Al Barsha South Fourth
CNT2130238898,2025-03-21,2361600,Room in labor Camp,Al Goze Third
CNT2132883595,2025-12-16,44000,1bed room+Hall,Al Goze Industrial Second
CNT2128311778,2025-02-01,6988800,Room in labor Camp,Jabal Ali Industrial First
CNT2133469046,2025-11-15,663421,Room in labor Camp,Muhaisanah Second
CNT2133393287,2025-04-02,110400,1bed room+Hall,Dubai Investment Park First
CNT2127032373,2025-01-01,1376400,Room in labor Camp,Dubai Investment Park Second
CNT2130732827,2025-02-27,478404,Room in labor Camp,Saih Shuaib 2
CNT2130684086,2025-04-28,15000,Office,Al Muteena
CNT2134268780,2026-02-03,63000,2 bed rooms+hall,Mankhool
CNT2131360279,2025-01-01,43000,2 bed rooms+hall,Naif
CNT2134310377,2026-01-19,756000,Room in labor Camp,Al Goze Third
CNT2131087666,2025-05-27,15000,Office,Hor Al Anz
CNT2129120170,2025-01-01,98400,Labor Camp,Al Goze Industrial Fourth
CNT2130825788,2025-07-18,61950,2 bed rooms+hall,Mirdif
CNT2133104269,2025-10-01,41000,Studio,Jabal Ali First
CNT2133729052,2025-12-04,15000,Office,Al Barsha First
CNT2130461839,2025-05-25,54000,Office,Naif
CNT2132759406,2025-09-23,212000,2 bed rooms+hall,Burj Khalifa
CRT2132343145,2025-09-01,75000,1bed room+Hall,Al Barsha South Fourth
CNT2131768213,2025-07-09,15000,1bed room+Hall,Al Murqabat
CNT2132478662,2025-11-01,115763,Duplex,Al Raffa
CNT2132642955,2025-11-25,45000,1bed room+Hall,Al Warqa First
CNT2127595566,2025-01-10,49462,1bed room+Hall,Jabal Ali First
CRT2132309966,2025-08-21,180000,2 bed rooms+hall,Marsa Dubai
CNT2133701772,2025-12-02,40000,Studio,Eyal Nasser
CNT2129991521,2025-02-07,160000,1bed room+Hall,Marsa Dubai
CRT2130217956,2025-03-01,480000,5 bed rooms+hall,Al Barsha Third
CNT2130430196,2025-03-05,196650,Office,Business Bay
CNT2128318778,2025-01-01,80000,Shop,Al Warsan First
CNT2133989317,2025-12-25,15000,Office,Al Murqabat
CNT2134095754,2026-01-31,71222,1bed room+Hall,Al Jadaf
CNT2134022575,2025-12-29,20000,Shop,Al Murqabat
CNT2132093411,2025-07-01,40000,1bed room+Hall,Hor Al Anz East
CNT2130244958,2025-03-30,73500,2 bed rooms+hall,Al Murqabat
CNT2131162223,2025-06-02,15000,Office,Hor Al Anz
CNT2132330554,2025-08-21,13600000,Room,Al Murqabat
CNT2133797450,2025-11-01,70000,2 bed rooms+hall,Al Raffa
CNT2129878984,2025-02-21,20000,Office,Ras Al Khor Industrial Second
CNT2130242511,2025-03-15,50000,1bed room+Hall,Mankhool
CRT2133854266,2026-01-27,49000,Studio,Al Barsha South Fourth
CNT2133423056,2025-08-15,99360,Office,Al Thanyah First
CRT2132728566,2025-09-19,170000,3 bed rooms+hall,Marsa Dubai
CNT2130460377,2025-04-11,16000,Office,Business Bay
CNT2132899826,2025-10-05,65000,1bed room+Hall,Mirdif
CRT2133469066,2025-11-13,93000,1bed room+Hall,Business Bay
CNT2133683603,2026-01-14,31000,Studio,Naif
CNT2129870978,2025-01-01,14400,Room in labor Camp,Muhaisanah Second
CNT2131652858,2025-07-01,15000,Office,Al Baraha
CNT2130361137,2025-05-01,36383,2 bed rooms+hall,Muhaisanah Fourth
CNT2131977970,2025-09-01,61000,1bed room+Hall,Hor Al Anz East
CNT2130658453,2025-04-05,83000,3 bed rooms+hall,AL TWAR FIFTH
CNT2133006129,2025-05-15,4669000,Studio,Madinat Hind 3
CNT2130512223,2025-04-15,15000,Office,Al Goze First
CNT2130095213,2025-01-26,57600,Room in labor Camp,Muhaisanah Second
CRT2134181756,2026-01-10,120000,1bed room+Hall,Jumeirah First
CNT2134326438,2026-01-20,15000,Office,Al Mararr
CNT2134236147,2025-12-01,2909500,Labor Camp,Muhaisanah Second
CRT2131964028,2025-09-20,86700,1bed room+Hall,Al Khairan First
CNT2129873669,2025-03-01,53500,2 bed rooms+hall,Al Qusais Industrial First
CNT2133302710,2025-11-03,15000,Office,Hor Al Anz
CNT2132024887,2025-05-01,484800,Room in labor Camp,Muhaisanah Second
CNT2132109241,2025-07-01,53000,2 bed rooms+hall,Al Nahda First
CRT2125876306,2025-01-01,118000,1bed room+Hall,Burj Khalifa
CNT2130044785,2025-03-15,36000,Studio,Al Rega
CRT2133494026,2025-09-05,40000,Shop,Naif
CNT2133598000,2026-01-01,27930,Studio,Nadd Hessa
CNT2128537651,2025-01-15,65000,2 bed rooms+hall,Wadi Al Safa 2
CRT2130561858,2025-04-19,158000,2 bed rooms+hall,Hadaeq Sheikh Mohammed Bin Rashid
CRT2132167016,2025-08-05,60000,2 bed rooms+hall,Al Rashidiya
CNT2134236147,2025-12-01,2909500,Labor Camp,Muhaisanah Second
CRT2133007086,2025-11-01,120000,5 bed rooms+hall,Al Bada
CRT2133705506,2025-12-01,90000,1bed room+Hall,Business Bay
CNT2133250535,2025-12-01,94000,3 bed rooms+hall,Trade Center First
CNT2132649063,2025-09-16,15000,Office,Al Khabeesi
CRT2130121886,2025-03-21,360000,3 bed rooms+hall,Al Thanyah Fifth
CRT2130518376,2025-04-11,109250,Office,Al Thanyah Fifth
CNT2132110105,2025-09-09,65048,2 bed rooms+hall,Mirdif
CNT2133738454,2025-11-01,200000,2 bed rooms+hall,Marsa Dubai
CNT2129870118,2025-02-12,208725,2 bed rooms+hall,Al Rega
CNT2130078009,2025-01-20,350000,10 bed rooms+hall,Jumeirah Third
CRT2131973206,2025-08-01,95000,2 bed rooms+hall,Al Yelayiss 2
CNT2133986814,2025-11-25,256200,Room in labor Camp,Al Goze Industrial Fourth
CNT2124541417,2025-01-05,30420,Studio,Warsan Fourth
CNT2130207091,2025-03-19,68000,1bed room+Hall,Wadi Al Safa 5
CNT2131049857,2025-05-25,110000,2 bed rooms+hall,Al Barsha South Fourth
CNT2132284631,2025-08-18,15000,Office,Mankhool
CNT2131121795,2025-05-29,15000,Office,Hor Al Anz
CNT2130953055,2025-04-15,39000,1bed room+Hall,Al Warsan First
CRT2133686673,2025-11-29,75580,1bed room+Hall,Al Thanyah Fifth
CNT2127482309,2025-01-03,282975,2 bed rooms+hall,Al Goze Industrial Second
CNT2133944998,2025-12-22,16000,Office,Business Bay
CNT2128308781,2025-01-21,15000,Office,Dubai Investment Park First
CNT2130259904,2025-03-10,68000,1bed room+Hall,Nadd Hessa
CNT2132601566,2025-09-07,40200,Studio,Wadi Al Safa 2
CNT2130552821,2025-04-15,75000,2 bed rooms+hall,Al Warqa First
CNT2133531322,2025-12-02,43000,1bed room+Hall,Al Qusais Industrial Fifth
CNT2134313879,2026-02-01,60000,1bed room+Hall,Nadd Hessa
CNT2132867601,2025-08-21,25410,Studio,Al Warsan First
CNT2131779056,2025-07-15,62000,1bed room+Hall,Nadd Hessa
CNT2131379627,2025-06-25,70000,1bed room+Hall,Al Barshaa South Third
CRT2132977356,2025-10-10,35000,2 bed rooms+hall,Abu Hail
CNT2128567263,2025-02-01,32000,Studio,Al Aweer First
CNT2130187798,2025-01-20,3971392,Room in labor Camp,Jabal Ali Industrial First
CNT2128474401,2025-01-20,65000,2 bed rooms+hall,Wadi Al Safa 2
CNT2134325595,2025-12-01,32400,Room in labor Camp,Muhaisanah Second
CNT2131022088,2025-05-22,15000,Office,Hor Al Anz
CNT2130555382,2025-04-14,210000,Room in labor Camp,Muhaisanah Second
CNT2129445498,2025-02-01,45000,Studio,Al Barshaa South Third
CNT2133752910,2025-12-06,15000,Office,Al Murqabat
CRT2134318936,2025-11-01,9000000,1bed room+Hall,Al Barsha South Fourth
CRT2133893206,2025-12-18,57750,1bed room+Hall,Al Hebiah Fifth
CNT2131047910,2025-05-22,26500,Office,AL TWAR FIFTH
CRT2133058406,2025-10-18,385000,3 bed rooms+hall,Me'Aisem First
CNT2130774440,2025-05-05,49680,1bed room+Hall,Al Thanyah First
CNT2133684620,2025-12-01,31000,Studio,Al Mararr
CNT2134305871,2026-01-19,137632,Office,Oud Metha
CNT2127970526,2025-01-22,110000,2 bed rooms+hall,Mirdif
CNT2132773438,2025-09-25,30000,1bed room+Hall,Muhaisanah Second
CNT2132244507,2025-08-01,172700,3 bed rooms+hall,Al Safouh First
CNT2134090455,2026-01-05,839121,Office,Al Muteena
CNT2132141350,2025-07-01,42852,1bed room+Hall,Al Nahda First
CNT2132626370,2025-07-26,54000,Labor Camp,Muhaisanah Second
CNT2133252641,2025-10-30,20000,Office,Saih Shuaib 2
CNT2131500855,2025-07-01,55000,1bed room+Hall,Al Barsha South Fourth
CNT2133871498,2025-12-16,10000,Office,Dubai Investment Park Second
CNT2132624434,2025-08-01,77000,1bed room+Hall,Trade Center Second
CNT2132775567,2025-12-20,37000,Studio,Al Barsha First
CNT2131787629,2025-06-25,94500,1bed room+Hall,Al Thanyah First
CNT2133291588,2025-11-03,17000,Office,Business Bay
CNT2133225819,2025-11-15,65000,1bed room+Hall,Al Barsha South Fourth
CNT2132400732,2025-08-17,500000,1bed room+Hall,Al Mararr
CNT2132792049,2025-10-01,90000,2 bed rooms+hall,Al Thanyah First
CRT2130023086,2025-02-28,144000,1bed room+Hall,Marsa Dubai
CNT2131780160,2025-07-01,56918,2 bed rooms+hall,Al Warsan First
CNT2130044595,2025-03-05,15000,Office,Al Khabeesi
CRT2129954586,2025-03-01,64000,1bed room+Hall,Al Barsha South Fifth
CNT2131932855,2025-07-22,65000,1bed room+Hall,Al Raffa
CNT2134096724,2025-11-19,648000,Room in labor Camp,Jabal Ali Industrial First
CRT2133422246,2025-08-01,150000,2 bed rooms+hall,Burj Khalifa
CNT2132917731,2025-10-15,86450,Office,Al Karama
CNT2129959308,2025-02-27,15000,Office,Al Murqabat
CRT2133974611,2026-01-01,120000,2 bed rooms+hall,Al Barshaa South Third
CNT2128803677,2025-01-30,15000,Office,Al Garhoud
CNT2130598848,2025-05-01,48619,,Al Goze Industrial Second
CNT2128113777,2025-01-16,15000,Office,Al Karama
CNT2130658580,2025-05-08,63000,1bed room+Hall,Jabal Ali First
CNT2132547845,2025-09-15,13000000,1bed room+Hall,Al Jadaf
CNT2131026047,2025-04-25,47000,2 bed rooms+hall,Al Qusais Industrial Fifth
CNT2128115764,2025-01-16,25000,Office,Al Dhagaya
CNT2133539140,2025-11-18,15000,Office,Al Muteena
CNT2132528671,2025-09-06,16000,Office,Port Saeed
CNT2132013467,2025-08-02,71400,2 bed rooms+hall,Al Karama
CNT2131146598,2025-05-31,32000,Office,Al Garhoud
CRT2132033716,2025-08-05,75000,3 bed rooms+hall,Madinat Hind 4
CNT2129950671,2025-03-08,43700,1bed room+Hall,Wadi Al Safa 5
CNT2128486788,2025-02-01,61000,1bed room+Hall,Business Bay
CNT2132019483,2025-07-28,15000,Office,Al Nahda Second
CNT2130332991,2025-04-03,50000,Shop,Al Mararr
CNT2134173457,2026-01-01,137500,Shop,Al Barshaa South Third
CNT2132280008,2025-08-18,10000,Office,Mankhool
CNT2131810927,2025-05-01,6600,Room in labor Camp,Muhaisanah Second
CNT2131856768,2025-07-01,1044000,5 bed rooms+hall,Saih Shuaib 4
CNT2134094522,2026-01-06,33000,Studio,Al Nahda Second
CNT2133524147,2025-11-20,40000,1bed room+Hall,Al Warqa First
CNT2132734669,2025-10-02,39999,1bed room+Hall,Muhaisanah Fourth
CNT2133181986,2025-08-01,1800000,Room in labor Camp,Al Goze Industrial Second
CNT2132711194,2025-07-05,65000,Office,Al Barsha First
CNT2126859260,2025-01-01,201600,Office,Al Murqabat
CNT2130984971,2025-05-15,842400,Room in labor Camp,Al Goze Third
CNT2131004989,2025-05-21,15000,Office,Al Khabeesi
CNT2134122712,2026-01-13,18000,Office,Hor Al Anz East
CNT2132133757,2025-04-01,144000,Room in labor Camp,Al Goze Industrial Second
CNT2130223828,2025-03-19,44000,Studio,Al Merkadh
CNT2132976887,2025-11-01,60000,1bed room+Hall,Mankhool
CNT2131248658,2025-06-01,493500,Room in labor Camp,Muhaisanah Second
CNT2129685337,2025-01-01,42084,1bed room+Hall,Al Nahda Second
CNT2132778275,2025-11-17,150000,2 bed rooms+hall,Trade Center First
CNT2133192065,2025-10-27,15000,Office,Al Khabeesi
CNT2130945200,2025-01-17,75785,Shop,Al Warsan First
CRT2131649146,2025-07-08,60000,1bed room+Hall,Al Barsha South Fourth
CNT2130435102,2025-04-09,15000,Office,Al Khabeesi
CNT2130047477,2025-03-20,87320,2 bed rooms+hall,Um Hurair Second
CNT2127591366,2025-01-01,82800,4 bed rooms+hall,Hor Al Anz
CNT2133426723,2025-10-15,57000,2 bed rooms+hall,AL QUSAIS
CNT2132564561,2025-11-24,46691,2 bed rooms+hall,Al Warsan First
CNT2133303846,2025-09-10,4665600,Room in labor Camp,Jabal Ali Industrial First
CNT2133835575,2025-08-27,1347434,Shop,Palm Jumeirah
CNT2133001243,2026-01-01,67000,2 bed rooms+hall,Al Warqa First
CNT2132637584,2025-10-01,55000,Office,Al Murqabat
CNT2132459624,2025-09-01,12000,Office,Naif
CNT2130551410,2025-05-01,37810,Office,Um Hurair Second
CNT2131856574,2025-03-01,14000000,2 bed rooms+hall,Trade Center First
CNT2134297114,2025-12-24,84064,Warehouse,Jabal Ali Industrial First
CNT2133986634,2025-12-25,42000,1bed room+Hall,Saih Shuaib 1
CNT2132634881,2025-09-20,52000,1bed room+Hall,Al Goze First
CNT2129452525,2025-02-15,45000,2 bed rooms+hall,Al Nahda Second
CNT2130043930,2025-03-05,15000,Office,Trade Center Second
CNT2126920521,2025-01-10,36000,Studio,Al Hamriya
CNT2131656783,2025-07-01,20000,Office,Port Saeed
CNT2132332684,2025-08-21,15000,Office,Oud Metha
CNT2128115834,2025-01-01,27000,Shop,Al Mararr
CNT2130446361,2025-04-15,27000,Office,Al Mararr
CNT2130513891,2025-04-15,15000,Office,Al Barsha First
CNT2127973971,2025-01-01,45000,Office,Um Ramool
