contract_id,contract_start_date,annual_rent,rooms,area_name
CNT2130119393,2025-03-11,15000,Office,Al Hamriya
CRT2131936056,2025-07-01,79300,2,Dubai Investment Park First
CNT2132393946,2025-08-26,15000,Office,Naif
CNT2132208921,2025-07-01,60000,Studio,Al Mararr
CNT2128119907,2025-01-01,30000,Room in labor camp,Muhaisanah Second
CNT2133691173,2025-12-20,30550,Studio,Jabal Ali First
CNT2131933847,2025-07-26,49999,2,Ras Al Khor Industrial Third
CNT2132810799,2025-10-05,80000,Office,Al Qusais
CNT2132327694,2025-08-25,59000,1,Al Hebiah Fourth
CNT2125347962,2025-01-01,140000,Shop with a mezzanine,Port Saeed
CNT2130634839,2025-05-01,58000,1,Mirdif
CNT2133470748,2025-09-29,79000,Shop,Al Goze Third
CNT2133396089,2025-11-06,17000,Office,Al Mararr
CNT2133695181,2025-12-01,77000,1,Al Hebiah Third
CNT2132870767,2025-10-01,124501,2,Al Jadaf
CNT2131880410,2025-08-03,61100,2,Jabal Ali First
CNT2134217922,2026-01-18,130000,2,Al Thanyah First
CNT2132092033,2025-08-02,110000,2,Al Satwa
CNT2131874029,2025-07-24,64567,2,Jabal Ali First
CNT2132491630,2025-09-18,62000,Office,Naif
CNT2133974904,2026-01-01,85000,3,Madinat Hind 4
CNT2131928065,2025-07-17,140000,4,Mankhool
CNT2133541716,2025-11-18,15000,Office,Business Bay
CNT2133806636,2025-12-03,83160,Shop,Al Suq Al Kabeer
CNT2131184741,2025-06-14,44000,Shop,Al Suq Al Kabeer
CNT2129044724,2025-02-04,20000,Office,Al Baraha
CNT2132176675,2025-08-05,61080,Shop,Ras Al Khor Industrial Second
CNT2133276861,2025-11-05,71500,2,Ras Al Khor Industrial Third
CNT2132181464,2025-08-09,16000,Office,Al Garhoud
CNT2130808914,2025-05-07,38000,Studio,Me'Aisem First
CNT2130839409,2025-06-01,78717,2,Al Barsha First
CNT2130862316,2025-01-01,90000,3,Al Murqabat
CNT2133528625,2025-11-01,130000,2,Marsa Dubai
CNT2130352353,2025-04-02,15000,Office,Al Goze Industrial First
CNT2131888946,2025-08-15,38500,Office,Al Barsha First
CRT2131965941,2025-08-08,121275,2,Marsa Dubai
CNT2130156178,2025-03-16,57750,1,Al Karama
CNT2133791589,2025-10-15,19200,Room in labor camp,Al Goze Industrial First
CNT2130311646,2025-03-27,20000,Office,Naif
CNT2132940712,2025-09-15,38000,1,Al Warsan First
CRT2131153846,2025-02-01,30000,Studio,Al Baraha
CNT2134048589,2026-01-01,60695,1,Al Hudaiba
CRT2130915198,2025-05-11,138000,1,Marsa Dubai
CNT2133533860,2025-11-20,52000,1,Al Murqabat
CNT2129189427,2025-02-06,16500,Office,Um Hurair Second
CNT2134246821,2025-12-01,126000,5,Hor Al Anz
CNT2128507860,2025-01-01,90000,Warehouse,Jabal Ali Industrial First
CRT2132210496,2025-08-02,28000,1,Al Warsan First
CNT2134166715,2025-10-15,31697,Studio,Dubai Investment Park Second
CNT2133182205,2025-10-20,48000,Studio,Al Merkadh
CNT2134327868,2026-01-05,150000,4,Al Twar First
CNT2133724448,2025-12-04,154000,Office,Al Thanyah Fifth
CNT2133452339,2025-10-20,48000,Room in labor camp,Al Goze Third
CNT2132419350,2025-09-01,105000,3,Jabal Ali First
CNT2132635358,2025-08-28,50000,Studio,Me'Aisem First
CNT2131884547,2025-08-16,151999,2,Al Wasl
CNT2129444327,2025-02-15,49000,1,Wadi Al Safa 3
CNT2132297585,2025-07-01,100000,Shop,Mirdif
CNT2129879673,2025-02-21,20000,Office,Hor Al Anz
CRT2130158796,2025-03-15,58000,1,Wadi Al Safa 2
CNT2127071116,2025-01-01,83000,3,Al Qusais
CRT2133061386,2025-10-09,62000,Studio,Al Thanyah Fifth
CNT2131329335,2025-06-16,80000,Office,Business Bay
CNT2133904804,2025-11-01,23000,Studio,Hor Al Anz
CNT2130166856,2025-03-20,80000,1,Al Bada
CNT2131796699,2025-07-12,165202,Warehouse,Al Qusais Industrial First
CRT2132820046,2025-09-27,160000,3,Wadi Al Safa 5
CRT2129933926,2025-01-28,36600,1,Al Warsan First
CNT2132375236,2025-08-25,30000,Studio,Al Warsan First
CNT2130883886,2025-05-19,65000,2,Nad Hessa
CNT2132934870,2025-10-01,69000,2,Al Warqa First
CNT2131403466,2025-06-20,15000,Office,Al Khabeesi
CNT2131145272,2025-05-31,22500,Office,Al Muteena
CNT2133133290,2025-10-23,44000,Studio,Al Hebiah Fourth
CNT2129914202,2025-03-01,38000,1,Al Qusais
CNT2130568489,2025-04-01,56000,1,Al Barsha South Third
CNT2131774116,2025-07-25,65000,2,Mirdif
CRT2132968366,2025-10-25,85000,1,Al Barsha South Fourth
CNT2129581229,2025-02-23,44000,1,Al Goze Fourth
CNT2132961488,2025-10-10,100000,1,Trade Center First
CNT2134184608,2025-10-01,160000,4,Hor Al Anz
CNT2132979779,2025-12-01,30500,Studio,Al Warsan First
CNT2129958185,2025-02-26,34939,1,Al Warsan First
CNT2134321975,2026-02-01,150000,1,Al Thanyah Fifth
CNT2132008269,2025-09-17,57000,2,Al Twar Fifth
CNT2127984007,2025-01-14,15000,Office,Trade Center Second
CNT2134194119,2026-01-17,68250,1,Jabal Ali First
CNT2132172987,2025-05-24,19200,Room in labor camp,Al Goze Industrial Second
CNT2127135735,2025-01-02,105000,2,Al Barsha First
CNT2128112369,2025-01-16,17000,Office,Saih Shuaib 3
CNT2134230061,2026-01-15,60000,2,Al Goze Industrial Second
CRT2132573266,2025-08-19,36000,Studio,Al Barsha South Fifth
CNT2133885156,2025-11-01,58000,2,Trade Center First
CNT2130170347,2025-03-07,43217,1,Al Barsha South Fourth
CNT2133743870,2025-12-01,104500,Shop,Al Barsha South Fourth
CNT2132787025,2025-10-15,70000,2,Al Muteena
CNT2132071543,2025-08-01,170000,Store,Al Khabeesi
CNT2130695050,2025-03-31,33000,1,Madinat Al Mataar
CNT2134022829,2026-01-05,59850,2,Dubai Investment Park First
CNT2131148821,2025-06-01,61714,2,Me'Aisem First
CNT2129904137,2025-02-24,15000,Office,Al Goze Industrial Third
CNT2127501776,2025-02-04,70000,1,Oud Metha
CRT2133473336,2025-11-27,130000,2,Al Barsha South Fourth
CNT2128112348,2025-04-09,60375,2,Mirdif
CNT2132116257,2025-08-01,174000,4,Jumeirah First
CNT2130428077,2025-02-08,124733,Warehouse,Ras Al Khor Industrial Second
CNT2133190948,2025-10-27,25000,Office,Al Goze Third
CNT2133438169,2025-11-18,24000,1,Muhaisanah Fourth
CNT2129731696,2025-02-18,72000,1,Al Thanyah First
CNT2130218397,2025-03-19,20000,Office,Naif
CNT2133471788,2025-11-13,15000,Office,Al Goze Industrial First
CNT2129042919,2025-03-01,52500,1,Nad Hessa
CNT2131965838,2025-07-23,15000,Office,Business Bay
CRT2130213506,2025-03-30,68000,2,Jabal Ali Industrial Second
CNT2128069215,2025-01-25,54000,1,Al Warqa First
CNT2132918685,2025-10-01,88000,2,Al Garhoud
CNT2131555986,2025-07-03,48000,Studio,Al Merkadh
CNT2129042485,2025-01-29,60000,Studio,Al Barsha South Fourth
CNT2132299811,2025-08-15,60000,Office,Al Buteen
CNT2132882175,2025-10-01,58000,2,Al Nahda First
CNT2130007424,2025-03-04,15000,Shop,Al Mararr
CNT2131117335,2025-05-29,15000,Office,Saih Shuaib 3
CNT2130255333,2025-04-01,74792,1,Marsa Dubai
CNT2131008330,2025-05-21,15000,Office,Al Khabeesi
CRT2130570816,2025-04-20,58000,1,Al Hebiah Fifth
CNT2132756078,2025-07-15,76000,Shop with a mezzanine,Al Buteen
CNT2127507553,2025-01-06,15000,Office,Hor Al Anz
CRT2130829556,2025-04-01,40000,Warehouse,Al Qusais Industrial Second
CNT2132236381,2025-09-01,87285,1,Marsa Dubai
CNT2130864511,2025-04-07,64000,2,Hor Al Anz East
CNT2133868726,2025-12-13,65100,2,Al Karama
CNT2133880347,2025-12-16,15000,Office,Burj Khalifa
CNT2132009087,2025-07-15,72000,Warehouse,Al Goze Industrial Second
CNT2132953761,2025-10-15,45000,1,Al Warsan First
CNT2130555163,2025-04-05,76000,2,Al Murqabat
CRT2133581516,2025-11-20,54000,1,Wadi Al Safa 2
CNT2133526156,2025-11-06,40000,1,Al Warsan First
CNT2129051992,2025-02-04,20000,Office,Dubai Investment Park First
CRT2130986196,2025-05-08,110250,3,Wadi Al Safa 5
CNT2131029439,2025-06-05,25000,Studio,Al Mararr
CRT2133268216,2025-11-01,92000,2,Al Qusais
CNT2130861945,2025-07-01,38000,Studio,Al Safouh First
CNT2133815759,2025-12-01,55000,2,Al Qusais Industrial Fourth
CNT2134332246,2026-01-15,40000,Shop,Al Warsan First
CRT2133848636,2025-12-16,55000,Studio,Al Merkadh
CNT2130568037,2025-03-10,50000,1,Marsa Dubai
CNT2132915436,2025-10-01,64000,Shop,Naif
CNT2131406581,2025-07-21,52416,2,Al Nahda First
CNT2131970049,2025-05-15,45000,1,Al Warqa First
CNT2133799143,2025-12-15,33600,Studio,Wadi Al Safa 3
CNT2130726702,2025-05-01,57000,1,Dubai Investment Park Second
CNT2133614879,2025-09-23,39600,1,Muhaisanah Fourth
CNT2132138258,2025-08-20,75786,Shop,Al Warsan First
CNT2132245432,2025-08-22,67490,2,Jabal Ali First
CNT2132810276,2025-06-28,64900,2,Al Hudaiba
CNT2134316584,2026-01-01,50000,1,Hor Al Anz East
CNT2130005515,2025-03-01,54950,Office,Al Nahda First
CNT2129454757,2025-02-19,140000,2,Trade Center First
CNT2133823797,2025-12-01,90000,Warehouse,Al Goze Industrial Second
CNT2132281922,2025-09-12,63000,2,Al Qusais
CNT2131934865,2025-08-05,62000,2,Al Mamzer
CNT2130888382,2025-04-20,58000,2,Al Qusais
CNT2131745641,2025-10-07,79000,2,Al Barsha South Third
CNT2134213011,2025-11-20,84000,Room in labor camp,Al Goze Industrial First
CNT2132579327,2025-09-17,95000,1,Al Barsha South Fourth
CRT2134185942,2025-08-10,170000,2,Hadaeq Sheikh Mohammed Bin Rashid
CRT2130620626,2025-05-10,74000,1,Al Barsha South Fourth
CNT2132509237,2025-09-04,56000,2,Al Warsan First
CRT2127270146,2025-01-01,90000,2,Marsa Dubai
CNT2132460123,2025-09-01,15000,Office,Al Khabeesi
CNT2134244172,2025-08-01,54575,1,Al Barsha South Third
CNT2127261675,2025-01-15,68000,2,Al Nahda Second
CNT2133553236,2025-11-19,16000,Office,Business Bay
CNT2132070761,2025-07-31,15000,Office,Al Goze Industrial First
CNT2129986197,2025-03-11,49999,2,Ras Al Khor Industrial Third
CNT2133629654,2025-11-26,125000,2,Al Hamriya
CNT2133296628,2025-11-03,19000,Shop,Al Baraha
CNT2130446177,2025-04-04,38000,1,Al Qusais Industrial Fifth
CNT2129914969,2025-01-01,84000,6,Hor Al Anz
CRT2127208746,2025-01-07,70000,1,Al Jadaf
CNT2131212626,2025-05-01,51000,1,Nad Hessa
CNT2131531203,2025-07-01,36000,Room in labor camp,Muhaisanah Second
CNT2130998396,2025-05-21,150000,Office,Business Bay
CNT2130027217,2025-03-05,70000,1,Al Nahda First
CNT2133226487,2025-11-10,24000,Studio,Naif
CNT2132063443,2025-07-31,20000,Office,Ras Al Khor Industrial Second
CNT2131071168,2025-05-26,24000,Room in labor camp,Muhaisanah Second
CNT2134272729,2026-01-16,20000,Office,Dubai Investment Park First
CNT2133451523,2025-11-01,60000,1,Wadi Al Safa 5
CNT2133556608,2025-11-16,34000,Studio,Al Qusais
CRT2131580316,2025-06-15,90000,Shop,Al Dhagaya
CRT2131830866,2025-07-15,180000,4,Wadi Al Safa 5
CNT2129875245,2025-02-21,15000,Office,Dubai Investment Park First
CNT2132559817,2025-08-20,27000,Studio,Al Warsan First
CNT2132997926,2025-11-06,42000,Studio,Al Satwa
CNT2126535704,2025-01-01,28000,Shop,Al Jafliya
CNT2131833907,2025-06-05,39500,1,Al Nahda Second
CNT2127587569,2025-01-07,56000,1,Warsan Fourth
CNT2132542410,2025-09-06,22000,Office,Ras Al Khor Industrial Second
CNT2130658217,2025-04-15,36225,1,Nad Hessa
CNT2133949706,2025-12-10,80000,1,Nad Al Shiba First
CNT2132769132,2025-09-25,15000,Office,Oud Metha
CNT2131939467,2025-06-01,25714,Workshop,Al Jadaf
CNT2132631715,2025-09-01,52000,2,Al Nahda Second
CRT2131940186,2025-07-21,100000,Hotel,Al Barsha South Fourth
CNT2131081114,2025-05-15,55013,2,Wadi Al Safa 5
CNT2130768805,2025-05-04,15000,Office,Al Baraha
CNT2130557515,2025-04-17,15000,Office,Al Khabeesi
CNT2130350285,2025-06-20,67000,2,Al Mamzer
CNT2132398036,2025-08-02,125000,3,Al Yelayiss 2
CNT2131810727,2025-07-10,47000,Shop,Al Mararr
CNT2133092650,2025-10-20,11000,Office,Al Goze First
CNT2133147726,2025-01-01,101640,Office,Oud Metha
CNT2133827959,2025-12-11,17000,Office,Al Mararr
CNT2131913726,2025-07-21,15000,Office,Business Bay
CRT2132428518,2025-09-01,80000,2,Al Barsha South Third
CNT2126611518,2025-02-07,50000,1,Al Murqabat
CNT2128314418,2025-01-15,54000,Shop,Al Warqa First
CNT2133212779,2025-10-28,33207,Studio,Jabal Ali First
CNT2131994905,2025-07-25,15000,Office,Al Karama
CNT2132860471,2025-10-05,56000,1,Al Warqa First
CNT2130386041,2025-04-06,53000,Studio,Al Barsha South Fourth
CNT2131397011,2025-08-30,115000,4,Mirdif
CNT2129902738,2025-02-06,142000,3,Trade Center Second
CNT2134110280,2026-01-10,100000,1,Um Hurair Second
CNT2130651738,2025-05-15,35000,Studio,Al Hamriya
CNT2129624649,2025-02-13,10000,Office,Al Muteena
CNT2130307075,2025-03-27,15000,Office,Al Khabeesi
CNT2131857477,2025-05-01,180000,Warehouse,Al Goze Industrial Fourth
CNT2127118813,2025-01-02,40000,Studio,Al Barsha South Fourth
CNT2133205025,2025-10-25,46000,1,Al Nahda Second
CNT2130281354,2025-03-25,15000,Office,Business Bay
CNT2132921400,2025-10-10,39999,2,Muhaisanah Fourth
CNT2131051203,2025-05-14,62000,3,Al Mararr
CNT2130641387,2025-04-29,42000,1,Al Qusais Industrial Fifth
CNT2133849003,2025-12-13,20000,Office,Al Mararr
CNT2132791231,2025-09-26,20000,Office,Dubai Investment Park First
CNT2132802233,2025-10-01,28336,Studio,Jabal Ali Industrial First
CNT2127812357,2025-01-01,90000,Warehouse,Um Ramool
CNT2132556864,2025-09-09,50000,Office,Trade Center First
CNT2132463918,2025-09-29,36225,2,Muhaisanah Fourth
CNT2131571759,2025-06-08,36225,2,Muhaisanah Fourth
CRT2132018996,2025-07-25,31000,Studio,Al Warsan First
CNT2132222765,2025-08-12,15000,Office,Business Bay
CNT2132919541,2025-09-01,93000,3,Al Mamzer
CNT2133645019,2025-11-15,62000,2,Al Warqa First
CNT2133297230,2025-02-05,90000,Shop,Ras Al Khor Industrial First
CNT2131396527,2025-06-22,34100,1,Ras Al Khor Industrial Third
CNT2130562544,2025-04-18,15000,Office,Al Mararr
CNT2131164100,2025-06-01,68000,1,Al Hebiah Fourth
CNT2130266587,2025-03-28,60000,1,Ras Al Khor Industrial Third
CNT2132702166,2025-09-19,15000,Office,Al Goze Industrial First
CNT2132188762,2025-05-25,52433,2,Al Barsha South Third
CNT2129969989,2025-05-01,69000,2,Al Satwa
CNT2132332607,2025-07-15,80000,2,Mankhool
CNT2133113456,2025-10-15,44000,Shop,Naif
CNT2131525237,2025-07-22,56650,2,Al Qusais
CNT2130664053,2025-05-11,50936,1,Jabal Ali First
CNT2132269537,2025-08-22,63000,3,Al Qusais Industrial Fifth
CNT2133425586,2025-11-10,15000,Office,Saih Shuaib 3
CNT2133153684,2025-10-23,15000,Office,Al Khabeesi
CNT2130872945,2025-04-15,74075,2,Al Muteena
CNT2127969842,2025-01-14,15000,Office,Al Garhoud
CNT2128267708,2025-01-20,40021,Studio,Al Ras
CNT2134214681,2026-01-01,45000,1,Al Rega
CNT2127171021,2025-02-01,25000,Studio,Al Mararr
CRT2132264316,2025-08-05,115000,3,Al Yelayiss 1
CNT2132522244,2025-09-01,150000,Warehouse,Al Qusais Industrial Second
CNT2131679861,2025-07-01,90000,Shop,Al Baraha
CNT2133553850,2025-07-26,87120,Shop,Jumeirah First
CNT2133677161,2025-08-06,107000,Shop,Al Buteen
CNT2132187954,2025-08-03,85000,Office,Al Thanyah Fifth
CNT2132936395,2025-09-20,53000,1,Jabal Ali First
CNT2127904027,2025-02-01,34000,1,Hor Al Anz
CNT2128540204,2025-02-06,48000,2,Al Qusais Industrial Fifth
CNT2128913376,2025-02-01,90000,3,Madinat Hind 4
CNT2132468222,2025-09-05,78650,3,Al Muteena
CNT2130889032,2025-05-13,15000,Office,Business Bay
CNT2131742056,2025-06-01,90000,Shop,Naif
CNT2132965429,2025-10-01,46000,Studio,Al Safouh First
CNT2128953742,2025-02-20,30500,Office,Al Rega
CNT2132307446,2025-08-20,38000,Studio,Al Hebiah Fourth
CNT2131874798,2025-06-25,48510,1,Al Mamzer
CNT2132152433,2025-05-01,85000,Shop,Hor Al Anz East
CRT2131751656,2025-07-05,36000,Studio,Al Hebiah Third
CNT2131413667,2025-02-18,65000,1,Al Barsha South Fourth
CNT2130269182,2025-03-24,15000,Office,Hor Al Anz
CNT2127809901,2025-01-10,56800,1,Al Murqabat
CRT2132562296,2025-08-05,110250,2,Al Barsha South Fourth
CRT2133634376,2025-11-02,70000,Office,Business Bay
CNT2134185565,2025-12-24,170000,1,Business Bay
CRT2133795726,2025-12-04,54000,1,Al Warsan First
CRT2133531196,2025-11-20,145000,3,Al Yelayiss 2
CNT2134161986,2025-12-15,107250,Warehouse,Al Goze Industrial Fourth
CNT2131205909,2025-06-10,23000,Office,Al Mararr
CNT2133271353,2025-09-10,43659,1,Al Nahda First
CNT2129261380,2025-02-07,60000,2,Al Hamriya
CNT2131885197,2025-07-25,76650,2,Madinat Dubai Almelaheyah
CNT2132751905,2025-09-24,93960,Office,Madinat Dubai Almelaheyah
CNT2133702517,2025-11-15,51840,2,Al Qusais Industrial Fifth
CNT2133038633,2025-10-05,90000,1,Al Barsha South Fourth
CNT2129375145,2025-01-25,140000,Warehouse,Um Ramool
CNT2130161580,2025-02-01,66000,1,Jumeirah First
CRT2129939046,2025-03-05,43642,Studio,Al Thanyah Fifth
CNT2131257014,2025-07-17,111000,2,Nad Al Hamar
CNT2133338888,2025-11-01,27500,Studio,Warsan Fourth
CRT2133963106,2026-01-01,20000,Shop,Hatta
CNT2131651646,2025-06-10,47000,1,Al Nahda First
CNT2132329263,2025-09-01,85000,Studio,Palm Jumeirah
CNT2133038287,2025-09-01,125000,Shop,Al Buteen
CNT2133945734,2026-01-01,20000,Shop,Al Warsan First
CNT2134284624,2026-01-01,75760,Office,Um Hurair Second
CNT2131105797,2025-06-07,38000,1,Al Warsan First
CNT2129650146,2025-02-15,27000,Shop,Hor Al Anz
CNT2130660960,2025-05-01,43000,2,Al Warsan First
CRT2133847206,2025-12-13,85000,1,Al Barsha South Fourth
CNT2130198930,2025-03-20,90000,1,Trade Center First
CNT2129048311,2025-02-04,20000,Office,Business Bay
CNT2127365340,2025-01-01,72000,1,Al Jadaf
CNT2133196383,2025-10-05,30000,1,Al Dhagaya
CNT2132584851,2025-10-01,42000,1,Warsan Fourth
CNT2129697386,2025-02-14,20000,Office,Ras Al Khor Industrial Second
CNT2132208934,2025-08-11,15000,Office,Dubai Investment Park Second
CRT2131687376,2025-08-02,80000,5,Al Barsha Third
CNT2134199773,2026-01-12,35000,1,Al Ttay
CNT2128819950,2025-01-31,15000,Office,Hor Al Anz
CRT2132352266,2025-08-20,78000,1,Al Hebiah Fourth
CNT2132616543,2025-08-15,68000,1,Mankhool
CNT2133465571,2025-11-12,25000,Office,Al Barsha First
CRT2130552126,2025-04-15,150000,2,Burj Khalifa
CNT2133494861,2025-11-20,64000,1,Hor Al Anz East
CNT2129919865,2025-02-25,17000,Office,Al Goze Third
CNT2130970414,2025-05-19,20000,Office,Saih Shuaib 2
CNT2127976003,2025-01-14,20000,Office,Hor Al Anz
CNT2133072684,2025-10-17,20000,Office,Al Raffa
CRT2130344076,2025-04-10,115000,1,Marsa Dubai
CNT2132766371,2025-08-28,77382,Office,Dubai Investment Park First
CNT2129849293,2025-02-25,35000,Studio,Warsan Fourth
CRT2133624524,2025-11-11,65000,Studio,Burj Khalifa
CNT2130166848,2025-04-25,57200,2,Al Nahda First
CNT2133575488,2025-03-15,172150,Warehouse,Al Khabeesi
CNT2131955891,2025-07-23,15000,Office,Hor Al Anz
CNT2131181543,2025-05-30,37000,Studio,Al Barsha South Fourth
CNT2131532593,2025-07-03,75000,1,Business Bay
CRT2129934966,2025-02-26,152000,1,Marsa Dubai
CNT2131006520,2025-05-21,64800,Room in labor camp,Al Goze Third
CNT2134281404,2026-01-16,20000,Office,Dubai Investment Park First
CNT2134225846,2025-12-20,44000,1,Al Muteena
CNT2130704506,2025-05-01,38000,Office,Um Hurair Second
CNT2132373644,2025-06-05,67000,1,Jabal Ali First
CNT2132139638,2025-07-20,51750,Office,Al Khabeesi
CNT2128134999,2025-01-27,85000,3,Madinat Hind 4
CNT2133134120,2025-11-22,36749,2,Muhaisanah Fourth
CNT2134139984,2025-12-06,99225,Office,Al Twar Fifth
CNT2134310351,2026-01-01,34000,1,Al Suq Al Kabeer
CNT2131930910,2025-07-25,75000,1,Al Barsha South Third
CNT2133594207,2025-12-01,47213,1,Jabal Ali First
CNT2128438104,2025-01-22,15000,Office,Dubai Investment Park First
CNT2130204708,2025-03-10,21000,Office,Naif
CNT2130907816,2025-05-14,15000,Office,Hor Al Anz
CRT2133922206,2025-12-20,50000,1,Wadi Al Safa 5
CNT2131100207,2025-06-04,53000,1,Ras Al Khor Industrial Third
CNT2132790612,2025-09-15,14573,Labor camp,Muhaisanah Second
CNT2131314603,2025-05-24,40000,Studio,Dubai Investment Park Second
CNT2130464506,2025-04-11,15000,Office,Al Barsha First
CNT2128484230,2025-01-01,50000,1,Al Dhagaya
CNT2131687568,2025-07-03,12000,Office,Mankhool
CNT2132254080,2025-08-14,15000,Office,Mankhool
CNT2131529566,2025-06-05,33600,Room in labor camp,Muhaisanah Second
CNT2130419220,2025-02-01,147000,Kiosk,Muhaisanah First
CNT2132506820,2025-09-03,15000,Office,Al Khabeesi
CNT2131251469,2025-04-15,81488,2,Madinat Dubai Almelaheyah
CRT2131367156,2025-05-25,90000,1,Marsa Dubai
CNT2131743069,2025-07-07,20000,Studio,Al Mararr
CNT2131741881,2025-06-01,88200,2,Mankhool
CNT2126864480,2025-01-25,54450,3,Al Muteena
CNT2134095265,2026-01-05,15000,Office,Business Bay
CNT2131940996,2025-07-28,40000,Studio,Wadi Al Safa 5
CNT2133760144,2025-12-07,120000,2,Al Merkadh
CNT2132927581,2025-10-05,52000,2,Al Nahda First
CNT2131894510,2025-07-18,15000,Office,Hor Al Anz
CRT2132675906,2025-10-01,105000,1,Al Barsha South Fourth
CNT2129855883,2025-03-01,46200,2,Al Nahda Second
CNT2132697738,2025-09-20,146020,Office,Al Garhoud
CNT2132013880,2025-08-01,45000,1,Al Warsan First
CNT2133054536,2025-10-15,118100,3,Trade Center Second
CNT2127542144,2025-01-07,20000,Office,Al Goze Industrial First
CNT2131403757,2025-06-20,20286,Studio,Al Mararr
CRT2132663726,2025-09-15,75000,1,Al Hebiah Third
CNT2131670920,2025-07-02,24000,1,Al Muteena
CNT2134110040,2026-01-06,85000,2,Madinat Al Mataar
CNT2131312255,2025-07-20,53000,2,Muhaisanah Fourth
CRT2134234086,2026-01-05,90000,2,Al Barsha South Fourth
CNT2129268733,2025-02-08,37000,1,Al Qusais Industrial Fifth
CNT2127410640,2025-01-01,41800,1,Al Nahda Second
