transaction_id,trans_group,procedure_name,instance_date,property_type,property_sub_type,property_usage,reg_type,area_name,building_name,project_name,nearest_landmark,nearest_metro,nearest_mall,rooms,has_parking,procedure_area,actual_worth,meter_sale_price,area_sqft,Price_Per_SqFt
1-102-2025-31689,Sales,Sell - Pre registration,2025-04-17,Unit,Flat,Residential,Off-Plan,Al Barsha South Fourth,LUMA PARK VIEWS,Luma Park Views,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,3,1,121.8,2271647.0,18650.64,1311.0551999999998,1732.6860074236388
1-102-2024-47237,Sales,Sell - Pre registration,2024-07-02,Unit,Flat,Residential,Off-Plan,Wadi Al Safa 3,Starlight Park-Building - B,Starlight Park,IMG World Adventures,Al Jadaf Metro Station,Dubai Mall,1,1,102.09,1456777.0,14269.54,1098.8967599999999,1325.6723042845265
1-11-2025-23566,Sales,Sell,2025-06-03,Unit,Flat,Residential,Existing,Jabal Ali,MED 59,Emirates Living - Springs 8,Sports City Swimming Academy,Harbour Tower,Ibn-e-Battuta Mall,Studio,0,44.0,400000.0,9090.91,473.616,844.5660619573663
1-11-2024-17415,Sales,Sell,2024-05-20,Unit,Flat,Residential,Existing,Al Thanyah Fifth,DUBAI GATE ONE,NEW DUBAI GATE1,Burj Al Arab,Marina Mall Metro Station,Marina Mall,1,1,41.76,620000.0,14846.74,449.50463999999994,1379.296106932289
1-102-2025-30844,Sales,Sell - Pre registration,2025-04-15,Unit,Flat,Residential,Off-Plan,Business Bay,Bayz 102 By Danube,Bayz 102 By Danube ,IMG World Adventures,Business Bay Metro Station,Dubai Mall,1,1,69.56,2336730.0,33593.01,748.74384,3120.867077851352
1-11-2024-34316,Sales,Sell,2024-09-13,Unit,Flat,Residential,Existing,Business Bay,Bay Square - 02,BAY SQUARE,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1,1,147.37,1535000.0,10415.96,1586.29068,967.666279171482
1-102-2024-98114,Sales,Sell - Pre registration,2024-11-21,Unit,Flat,Residential,Off-Plan,Business Bay,One.B Tower,One.B Tower ,IMG World Adventures,Business Bay Metro Station,Dubai Mall,1,1,86.51,2361000.0,27291.64,931.19364,2535.45546122931
1-11-2024-35114,Sales,Sell,2024-09-19,Unit,Flat,Residential,Existing,Al Merkadh,Sobha Hartland Waves,Sobha Hartland Waves,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1,1,46.93,1150000.0,24504.58,505.15452,2276.53114932041
1-102-2024-95764,Sales,Sell - Pre registration,2024-11-13,Villa,Villa,Residential,Off-Plan,Dubai Investment Park Second,BELGRAVIA GARDENS - TOWER D,DAMAC RIVERSIDE - LUSH,IMG World Adventures,Emirates Towers Metro Station,Dubai Mall,4,0,141.21,2063000.0,14609.45,1519.98444,1357.2507360667455
1-102-2024-70939,Sales,Sell - Pre registration,2024-09-12,Unit,Flat,Residential,Off-Plan,Al Hebiah Second,BEACH OASIS 2 - TOWER A,BEACH OASIS 2,Motor City,Dubai Internet City,City Centre Mirdif,Studio,1,32.12,508280.0,15824.41,345.73967999999996,1470.1234177112678
1-102-2024-106729,Sales,Sell - Pre registration,2024-12-20,Unit,Flat,Residential,Off-Plan,Al Kifaf,Park Views Residences A,Park Views Residences A,Burj Khalifa,Al Jafiliya Metro Station,Dubai Mall,3,1,146.01,3316777.0,22716.09,1571.6516399999998,2110.3766989992773
1-102-2024-40327,Sales,Sell - Pre registration,2024-06-06,Unit,Flat,Residential,Off-Plan,Al Jadaf,Kempinski Residences The Creek - Tower 2,Kempinski Residences The Creek,Downtown Dubai,Creek Metro Station,Dubai Mall,Studio,1,73.7,2011000.0,27286.3,793.3068,2534.9587322332295
1-102-2025-105805,Sales,Sell - Pre registration,2025-10-24,Unit,Flat,Residential,Off-Plan,Al Barsha South Fifth,LEVEN RESIDENCES,LEVEN RESIDENCES,Sports City Swimming Academy,Damac Properties,Marina Mall,1,1,62.63,941013.0,15024.96,674.14932,1395.8524796850645
1-102-2025-62501,Sales,Sell - Pre registration,2025-07-16,Unit,Flat,Residential,Off-Plan,Al Barsha South Third,The Central Downtown-B,The central downtown ,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,Studio,1,43.62,819888.0,18796.15,469.52567999999997,1746.2048082226302
1-102-2024-22841,Sales,Sell - Pre registration,2024-04-09,Unit,Flat,Residential,Off-Plan,Zaabeel First,Address Residences Zabeel Tower 4,Address Residences Zabeel,Burj Khalifa,Al Jafiliya Metro Station,Dubai Mall,1,1,70.91,2106888.0,29712.14,763.2752399999999,2760.325357861733
1-102-2025-119232,Sales,Sell - Pre registration,2025-11-21,Unit,Flat,Residential,Off-Plan,Madinat Al Mataar,Terra Gardens - Building 1,Terra Gardens,IMG World Adventures,Business Bay Metro Station,Dubai Mall,1,1,69.18,1580888.0,22851.81,744.6535200000001,2122.984660033568
1-102-2025-59448,Sales,Sell - Pre registration,2025-07-08,Unit,Flat,Residential,Off-Plan,Al Hebiah First,Sobha Orbis Tower E,Sobha Orbis,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,1,1,50.67,1033552.0,20397.71,545.41188,1894.9935597295753
1-102-2025-19046,Sales,Sell - Pre registration,2025-03-07,Unit,Flat,Residential,Off-Plan,Madinat Al Mataar,AL WAHA 5,Expo City Al Waha Residences 01,IMG World Adventures,Emirates Towers Metro Station,City Centre Mirdif,2,1,147.82,3978000.0,26911.11,1591.13448,2500.1029454153995
1-11-2024-23242,Sales,Sell,2024-06-26,Unit,Flat,Residential,Existing,Al Hebiah Second,GLITZ RESIDENCE 3 -TOWER 1,GLITZ RESIDENCE 3,Motor City,Dubai Internet City,Dubai Mall,2,1,106.8,1000000.0,9363.3,1149.5952,869.8714121283735
1-102-2025-49727,Sales,Sell - Pre registration,2025-06-11,Unit,Flat,Residential,Off-Plan,Al Wasl,DAMAC CITY 2,DAMAC CITY 2,IMG World Adventures,Emirates Towers Metro Station,Dubai Mall,1,1,72.86,2192000.0,30085.09,784.26504,2794.97349518474
1-102-2025-59599,Sales,Sell - Pre registration,2025-07-08,Unit,Flat,Residential,Off-Plan,Wadi Al Safa 5,Samana IBIZA,Samana IBIZA,IMG World Adventures,Business Bay Metro Station,Dubai Mall,1,1,74.82,1074400.0,14359.8,805.3624799999999,1334.057677978741
1-102-2024-109361,Sales,Sell - Pre registration,2024-12-30,Unit,Flat,Residential,Off-Plan,Hadaeq Sheikh Mohammed Bin Rashid,City view Dubai Hills Residences,City View Dubai Hills Residences,IMG World Adventures,Business Bay Metro Station,Dubai Mall,2,1,123.26,3859777.0,31314.11,1326.77064,2909.151652617215
1-11-2024-33229,Sales,Sell,2024-09-06,Unit,Flat,Residential,Existing,Palm Jumeirah,GOLDEN MILE 10,GOLDEN MILE,Burj Al Arab,Palm Jumeirah,Marina Mall,2,1,167.85,3150000.0,18766.76,1806.7373999999998,1743.4741761586386
1-102-2024-77618,Sales,Sell - Pre registration,2024-09-27,Unit,Flat,Residential,Off-Plan,Al Hebiah First,Sobha Orbis Tower E,Sobha Orbis,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,1,1,53.93,1100048.0,20397.7,580.50252,1894.9926350018256
1-11-2024-45582,Sales,Sell,2024-11-26,Unit,Flat,Residential,Existing,Al Barsha South Fourth,Harrington House,HARRINGTON HOUSE,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,1,1,51.9,1125000.0,21676.3,558.6515999999999,2013.7774598694432
1-102-2025-8241,Sales,Sell - Pre registration,2025-02-04,Unit,Flat,Residential,Off-Plan,Al Barsha South Fourth,Ashton Park Residences - The Second,Ashton Park Residences The Second,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,35.57,699851.0,19675.32,382.87548,1827.881482512278
1-102-2025-90145,Sales,Sell - Pre registration,2025-09-18,Unit,Flat,Residential,Off-Plan,Al Khairan First,Montiva,Montiva,Hamdan Sports Complex,Emirates Towers Metro Station,Dubai Mall,2,1,111.98,3118888.0,27852.19,1205.3527199999999,2587.53139081148
1-102-2024-85122,Sales,Sell - Pre registration,2024-10-14,Unit,Flat,Residential,Off-Plan,Al Hebiah First,Sobha Orbis Tower B,Sobha Orbis,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,1,1,53.49,1099702.0,20559.02,575.76636,1909.979596584976
1-102-2025-74028,Sales,Sell - Pre registration,2025-08-12,Unit,Flat,Residential,Off-Plan,Al Barsha South Fourth,Binghatti Grove,Binghatti Grove,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,1,1,73.6,1524999.0,20720.1,792.2303999999999,1924.9438042266495
1-102-2025-128239,Sales,Sell - Pre registration,2025-12-15,Unit,Flat,Residential,Off-Plan,Al Barsha South Fourth,V1TER RESIDENCE,V1TER Residence,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,1,1,62.99,868557.0,13788.81,678.02436,1281.0114964011027
1-102-2025-50000,Sales,Sell - Pre registration,2025-06-12,Unit,Flat,Residential,Off-Plan,Business Bay,The Crestmark,THE CRESTMARK,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2,1,115.09,3345828.0,29071.4,1238.8287599999999,2700.7994228354855
1-11-2025-38314,Sales,Sell,2025-09-15,Unit,Flat,Residential,Existing,Al Merkadh,Azizi Riviera 33,Azizi Riviera 33,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Studio,1,37.61,640000.0,17016.75,404.83403999999996,1580.894729109242
1-11-2024-4395,Sales,Sell,2024-02-07,Unit,Flat,Residential,Existing,Al Warsan First,GLOBAL GREEN VIEW,South Bay 6 Premium ,Burj Al Arab,Rashidiya Metro Station,City Centre Mirdif,2,1,76.27,470000.0,6162.32,820.9702799999999,572.4933185157446
1-102-2024-99885,Sales,Sell - Pre registration,2024-11-27,Unit,Flat,Residential,Off-Plan,Wadi Al Safa 5,Time 3,Time 3,IMG World Adventures,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Studio,1,36.61,485000.0,13247.75,394.07003999999995,1230.745681655982
1-11-2025-50612,Sales,Sell,2025-12-04,Unit,Flat,Residential,Existing,Al Warsan First,P-01,MARINA SHORES,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,Studio,0,43.0,355000.0,8255.81,462.852,766.9838306845385
1-102-2025-99371,Sales,Sell - Pre registration,2025-10-06,Unit,Flat,Residential,Off-Plan,Bukadra,Skyscape Aura,SKYSCAPE,Downtown Dubai,Creek Metro Station,Dubai Mall,2,1,140.66,3603439.0,25618.08,1514.06424,2379.977615745023
1-102-2025-106028,Sales,Sell - Pre registration,2025-10-22,Unit,Flat,Residential,Off-Plan,Al Hebiah Fourth,Urban Park Residences,Urban Park Residences,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,38.81,674138.0,17370.21,417.75084,1613.7322428842992
1-102-2024-39099,Sales,Sell - Pre registration,2024-06-03,Unit,Flat,Residential,Off-Plan,Al Wasl,City Walk Northline 2 Building B,City Walk Northline 2,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1,1,74.25,2184000.0,29414.14,799.227,2732.6404137998343
1-102-2025-64567,Sales,Sell - Pre registration,2025-07-21,Unit,Flat,Residential,Off-Plan,Madinat Dubai Almelaheyah,Orise Tower 1,Orise,Dubai Parks and Resorts,Business Bay Metro Station,Dubai Mall,2,1,118.88,3644100.0,30653.6,1279.62432,2847.7889510571354
1-102-2024-7013,Sales,Sell - Pre registration,2024-02-05,Villa,Villa,Residential,Off-Plan,Al Yufrah 1,Luxury Family Residence,The Valley - Orania,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,3,0,174.0,1750000.0,10057.47,1872.936,934.361878889615
1-102-2025-78837,Sales,Sell - Pre registration,2025-08-22,Unit,Flat,Residential,Off-Plan,Me'Aisem First,Binghatti Elite,Binghatti Elite,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,Studio,1,34.72,831249.0,23941.5,373.72607999999997,2224.2199420495353
1-102-2024-45308,Sales,Sell - Pre registration,2024-06-25,Unit,Flat,Residential,Off-Plan,Hadaeq Sheikh Mohammed Bin Rashid,Park Lane ? Building 3B,Park Lane,Burj Al Arab,First Abu Dhabi Bank Metro Station,Mall of the Emirates,1,1,60.6,1542309.0,25450.64,652.2984,2364.4224790372014
1-11-2024-40237,Sales,Sell,2024-10-24,Unit,Flat,Residential,Existing,Al Barsha South Fourth,OAKLEY SQUARE RESIDENCES - TOWER A,OAKLEY SQUARE RESIDENCES,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,2,1,110.31,1900000.0,17224.19,1187.37684,1600.1659591069674
1-102-2024-92710,Sales,Sell - Pre registration,2024-11-04,Unit,Flat,Residential,Off-Plan,Wadi Al Safa 5,Weybridge Gardens 2,Weybridge Gardens 2,IMG World Adventures,Business Bay Metro Station,Dubai Mall,Studio,1,42.17,573757.0,13605.81,453.91787999999997,1264.0105738949962
1-102-2024-99511,Sales,Sell - Pre registration,2024-11-26,Unit,Flat,Residential,Off-Plan,Al Barsha South Fourth,Binghatti Apex,Binghatti Apex,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,1,1,84.62,850000.0,10044.91,910.84968,933.1945969394203
1-102-2024-36083,Sales,Sell - Pre registration,2024-05-27,Unit,Flat,Residential,Off-Plan,Ras Al Khor Industrial First,Sobha One - B,SOBHA ONE,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,1,1,57.37,1546913.0,26963.8,617.53068,2504.997808367999
1-102-2025-128,Sales,Sell - Pre registration,2025-01-03,Unit,Flat,Residential,Off-Plan,Wadi Al Safa 5,Building 2 - SAGE,Verdes by Haven 1,Hamdan Sports Complex,Business Bay Metro Station,Dubai Mall,1,1,74.54,1160800.0,15572.85,802.34856,1446.752767899278
1-102-2025-38737,Sales,Sell - Pre registration,2025-05-08,Unit,Flat,Residential,Off-Plan,Al Hebiah First,Sobha Solis Tower D,Sobha Solis,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,1,1,50.49,1144004.0,22658.03,543.4743599999999,2104.9824687221676
1-102-2025-52572,Sales,Sell - Pre registration,2025-06-19,Unit,Flat,Residential,Off-Plan,Al Hebiah Second,GHAFF LAND RESIDENCE,GHAFF LAND RESIDENCE,Motor City,Dubai Internet City,City Centre Mirdif,1,1,68.08,808344.0,11873.44,732.8131199999999,1103.069770366557
1-102-2024-95870,Sales,Sell - Pre registration,2024-11-13,Unit,Flat,Residential,Off-Plan,Madinat Hind 4,DAMAC HILLS (2) - ELO 3,DAMAC HILLS (2) - ELO 2 & ELO 3,Motor City,First Abu Dhabi Bank Metro Station,Mall of the Emirates,2,1,74.48,880000.0,11815.25,801.70272,1097.663732511722
1-11-2025-8618,Sales,Sell,2025-02-28,Unit,Flat,Residential,Existing,Al Thanyah Third,AL THAYYAL-3,Emirates Hills,Burj Al Arab,Dubai Internet City,Marina Mall,1,1,75.8,1270000.0,16754.62,815.9111999999999,1556.541937406914
1-102-2024-38835,Sales,Sell - Pre registration,2024-06-03,Unit,Flat,Residential,Off-Plan,Ras Al Khor Industrial First,Sobha One - A,SOBHA ONE,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,1,1,67.35,1594890.0,23680.62,724.9553999999999,2199.983612785007
1-11-2025-45042,Sales,Sell,2025-10-29,Unit,Flat,Residential,Existing,Al Merkadh,"Mohammed Bin Rashid Al Maktoum City, District One Phase III, Residences 22"," Mohammed Bin Rashid Al Maktoum City , District One Phase III  , Residences 22",IMG World Adventures,Business Bay Metro Station,Dubai Mall,1,1,73.25,2000000.0,27303.75,788.463,2536.580663899257
1-102-2025-49015,Sales,Sell - Pre registration,2025-06-12,Unit,Flat,Residential,Off-Plan,Al Barsha South Fourth,Lucky Oasis Residence,Lucky Oasis Residence,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,1,1,74.57,1109999.0,14885.33,802.6714799999999,1382.8808269106562
1-102-2025-8928,Sales,Sell - Pre registration,2025-03-12,Unit,Flat,Residential,Off-Plan,Marsa Dubai,ROVE HOME DUBAI MARINA,ROVE HOME DUBAI MARINA,Burj Al Arab,Marina Mall Metro Station,Marina Mall,Studio,1,36.78,1363000.0,37058.18,395.89992,3442.7892786641632
1-11-2024-45736,Sales,Sell,2024-11-26,Unit,Flat,Residential,Existing,Al Yelayiss 2,TOWN SQUARE SAFI 1A,TOWN SQUARE SAFI,Dubai Cycling Course,Business Bay Metro Station,Dubai Mall,1,1,63.8,730000.0,11442.01,686.7431999999999,1062.9883193601336
1-102-2025-135523,Sales,Sell - Pre registration,2025-12-30,Unit,Flat,Residential,Off-Plan,Wadi Al Safa 3,Binghatti Vintage,Binghatti Vintage,IMG World Adventures,Business Bay Metro Station,Dubai Mall,Studio,1,34.77,701999.0,20189.79,374.26428,1875.6772620673285
1-102-2024-68488,Sales,Sell - Pre registration,2024-09-05,Unit,Flat,Residential,Off-Plan,Al Wasl,Verve City Walk Tower B,Verve City Walk,Hamdan Sports Complex,Business Bay Metro Station,Dubai Mall,1,1,77.48,2659000.0,34318.53,833.99472,3188.2695852079255
1-102-2025-7735,Sales,Sell - Pre registration,2025-02-03,Villa,Villa,Residential,Off-Plan,Wadi Al Safa 7,Bluewaters Bay - Building 1,Reportage Village 1 ,Hamdan Sports Complex,Emirates Towers Metro Station,Dubai Mall,2,0,87.99,1286023.0,14615.56,947.1243599999999,1357.8185234302284
1-102-2026-4789,Sales,Sell - Pre registration,2026-01-15,Villa,Villa,Residential,Off-Plan,Al Yelayiss 1,YIGO26,DAMAC ISLANDS 2 - BARBADOS 2 ,Sports City Swimming Academy,Rashidiya Metro Station,City Centre Mirdif,4,0,144.0,2824000.0,19611.11,1550.0159999999998,1821.916676989141
1-102-2024-45062,Sales,Sell - Pre registration,2024-06-24,Unit,Flat,Residential,Off-Plan,Wadi Al Safa 3,CELIA HEIGHTS,CELIA HEIGHTS,IMG World Adventures,Jumeirah Lakes Towers,Marina Mall,1,1,69.43,826540.0,11904.65,747.34452,1105.9691720225633
1-102-2025-130626,Sales,Sell - Pre registration,2025-12-22,Unit,Flat,Residential,Off-Plan,Wadi Al Safa 3,Binghatti Vintage,Binghatti Vintage,IMG World Adventures,Business Bay Metro Station,Dubai Mall,Studio,1,34.6,718999.0,20780.32,372.4344,1930.5386398248927
1-102-2024-62847,Sales,Sell - Pre registration,2024-08-20,Unit,Flat,Residential,Off-Plan,Al Khairan First,Palace Residences Creek Blue Tower 1,Palace Residences Creek Blue,Downtown Dubai,Business Bay Metro Station,Dubai Mall,2,1,110.98,3221888.0,29031.25,1194.58872,2697.0688288434535
1-102-2024-50050,Sales,Sell - Pre registration,2024-07-16,Unit,Flat,Residential,Off-Plan,Al Barsha South Second,Vincitore Aqua Dimore,Vincitore Aqua Dimore,Motor City,First Abu Dhabi Bank Metro Station,Mall of the Emirates,1,1,89.51,1321000.0,14758.13,963.48564,1371.0635064576572
1-102-2024-18419,Sales,Sell - Pre registration,2024-03-25,Unit,Flat,Residential,Off-Plan,Wadi Al Safa 3,Samana Barari Views 2,Samana Barari Views 2,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,37.32,662266.0,17745.63,401.71247999999997,1648.6069837810367
1-102-2025-935,Sales,Sell - Pre registration,2025-01-08,Unit,Flat,Residential,Off-Plan,Al Barsha South Fourth,Ashton Park Residences - The Second,Ashton Park Residences The Second,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,37.8,714751.0,18908.76,406.87919999999997,1756.6663520769803
1-102-2025-95294,Sales,Sell - Pre registration,2025-09-29,Unit,Flat,Residential,Off-Plan,Al Wasl,DAMAC CITY 2,DAMAC CITY 2,IMG World Adventures,Business Bay Metro Station,Dubai Mall,1,1,76.74,2812000.0,36643.21,826.0293599999999,3404.2373505948995
1-11-2024-30413,Sales,Sell,2024-08-16,Unit,Flat,Residential,Existing,Al Barsha South Fourth,SANDOVAL GARDEN APARTMENTS 1,SANDOVAL GARDENS,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,1,1,68.65,725000.0,10560.82,738.9486,981.1237209191545
1-102-2024-106602,Sales,Sell - Pre registration,2024-12-20,Unit,Flat,Residential,Off-Plan,Madinat Al Mataar,AZIZI VENICE 7 - Building B,AZIZI VENICE 7,Motor City,Emirates Towers Metro Station,Dubai Mall,Studio,1,31.49,644000.0,20450.94,338.95835999999997,1899.9383877122843
1-102-2025-38154,Sales,Sell - Pre registration,2025-05-06,Unit,Flat,Residential,Off-Plan,Al Barsha South Fourth,SAMANA MIAMI,SAMANA MIAMI,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,1,1,65.56,870000.0,13270.29,705.6878399999999,1232.8397213136052
1-102-2025-17044,Sales,Sell - Pre registration,2025-03-03,Unit,Flat,Residential,Off-Plan,Wadi Al Safa 3,Woodland Terraces,Woodland Terraces,IMG World Adventures,Dubai Internet City,Mall of the Emirates,1,1,69.66,1251362.0,17963.85,749.8202399999999,1668.8826644636856
1-102-2026-4747,Sales,Sell - Pre registration,2026-01-15,Unit,Flat,Residential,Off-Plan,Al Barsha South Third,48 PARKSIDE,48 PARKSIDE ,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,1,1,77.35,1298000.0,16780.87,832.5953999999999,1558.980508419816
1-102-2025-77178,Sales,Sell - Pre registration,2025-08-19,Unit,Flat,Residential,Off-Plan,Me'Aisem First,Binghatti Elite,Binghatti Elite,Expo 2020 Site,Ibn Battuta Metro Station,Ibn-e-Battuta Mall,Studio,1,34.92,818749.0,23446.42,375.87888,2178.2256028856955
1-11-2024-40799,Sales,Sell,2024-10-28,Unit,Flat,Residential,Existing,Me'Aisem First,AFNAN 2,MIDTOWN - AFNAN,Sports City Swimming Academy,Harbour Tower,Ibn-e-Battuta Mall,1,1,59.21,742807.0,12545.31,637.3364399999999,1165.4864736747204
1-11-2026-717,Sales,Sell,2026-01-07,Unit,Flat,Residential,Existing,Al Barsha South Fourth,Luma21,Luma21,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,39.3,730000.0,18575.06,423.0251999999999,1725.6655159077995
1-102-2025-39559,Sales,Sell - Pre registration,2025-05-12,Unit,Flat,Residential,Off-Plan,Al Hebiah First,Sobha Orbis Tower B,Sobha Orbis,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,1,1,50.64,1049298.0,20720.73,545.0889599999999,1925.003214154255
1-102-2025-64539,Sales,Sell - Pre registration,2025-07-21,Unit,Flat,Residential,Off-Plan,Al Barsha South Fifth,Red Square -B,RED SQUARE,Sports City Swimming Academy,Damac Properties,Marina Mall,Studio,1,28.12,541397.0,19253.1,302.68368,1788.6560649718544
1-102-2025-99337,Sales,Sell - Pre registration,2025-10-06,Unit,Flat,Residential,Off-Plan,Al Barsha South Fourth,PEAR HOUSE II BY IMTIAZ,Pearl House II By Imtiaz,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,1,1,68.47,1275000.0,18621.29,737.01108,1729.960423390107
